Name,URL,Cities,Countries,Remote OK?,Process,Keywords
O'Reilly Media,https://oreilly.com/jobs,"Sebastopol,Boston","United States of America (USA),United States of America (USA)",checked,"Phone conversation, take-home exercise or pair programming session, team interview, all via Google Hangout","phone,conversation,exercise,pair,session,team,interview,google,hangout"
"Object Partners, Inc.",https://objectpartners.com/careers/,"Minneapolis,Omaha","United States of America (USA),United States of America (USA)",,"Phone interview to gauge mutual interest, followed by a slightly more in-depth technical round-table interview","interview,phone,gauge,interest"
"Objective, Inc.",https://www.objectiveinc.com/careers,Salt Lake City,United States of America (USA),,"Take-home programming exercise, then onsite friendly chat with team","takehome,exercise,onsite,chat,team"
OCTO Technology,http://rejoins.octo.com,Paris,France,,"HR interview to go over your experiences and cultural knowledge. Then more or less informal discussion with two future team members about architecture design, agile practices, take-home project, pair programming...","hr,interview,experience,knowledge,discussion,two,future,team,member,architecture,design,practice,project,pair"
Olist,https://olist.com,Curitiba,Brazil,,Take-home project and remote or on-site interviews,
Omada Health,https://www.omadahealth.com/jobs,San Francisco,United States of America (USA),,Take home exercise and/or pair programming session.,"home,exercise,pair,session"
Onfido,https://onfido.com/jobs,"London,Lisbon","United Kingdom (UK),Portugal",,Take-home exercise and on-site interview/discussion with potential team,"takehome,exercise,interview,discussion,team"
Ontame.io,https://ontame.io,Copenhagen,Denmark,,Take home exercise and specific role discussion,"home,exercise,role,discussion"
Opbeat,https://opbeat.com/jobs#seniorbackendengineer,Copenhagen,Denmark,,Pairing on a real-world problem,problem
Opendoor,https://www.opendoor.com/jobs,"San Francisco,Phoenix,Las Vegas,Dallas-Fort Worth","United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA)",,Pairing & systems design,"system,design"
Optoro,http://www.optoro.com/open_position_item/?oid=134960,Washington,United States of America (USA),,Take home exercise. Review your code onsite.,"home,exercise,review,code,onsite"
Orion Labs,https://orionlabs.io,San Francisco,United States of America (USA),,"Take-home exercise (or just send us a relevant github repo), then in-person/skype discussion and code review.","takehome,exercise,github,repo,skype,discussion,code,review"
Ostmodern,http://www.ostmodern.co.uk,London,United Kingdom (UK),,Take-home exercise & discussion on-site,"takehome,exercise,discussion"
Outbrain,https://www.outbrain.com/jobs,New York,United States of America (USA),,Take-home exercise & discussion,"takehome,exercise,discussion"
Outlandish,https://outlandish.com,London,United Kingdom (UK),,"Take-home exercise, real-world pair programming session, friendly chat with team","takehome,exercise,pair,session,chat,team"
Outlook iOS & Android,https://github.com/outlook/jobs,"San Francisco,New York","United States of America (USA),United States of America (USA)",,Take-home project & online / onsite discussion,"takehome,project,onsite,discussion"
PACE Telematics,https://www.pace.car/jobs,Karlsruhe,Germany,,"Culture and mindset check, on-site meet and great, small code challenge to see development style and strategy","culture,mindset,check,code,challenge,development,style,strategy"
Paessler AG,https://www.paessler.com/company/career/jobs,Nuremberg,Germany,,Pairing with different engineers on a real problem,"engineer,problem"
Pagar.me,https://pagar.me,São Paulo,Brazil,,"Skype interview, on-site pairing task and-or real world problem solving process / presentation","skype,interview,task,andor,world,problem,process,presentation"
Pager,https://pager.com,New York,United States of America (USA),checked,"Short phone interview, conversational interviews, take-home exercise & discussion","interview,short,phone,exercise,discussion"
PagerDuty,https://pagerduty.com/careers,"Toronto,San Francisco","Canada,United States of America (USA)",,Google Hangout / on-site pair-programming sessions,"google,hangout,session"
Palatinate Tech,https://tech.palatinategroup.com/,London,United Kingdom (UK),,Hangout/Skype/phone followed by (normally) on-site pairing task,"hangout,skype,phone,task"
Parabol,http://parabol.co,"Los Angeles,New York","United States of America (USA),United States of America (USA)",checked,"Culture check followed by compensated, [open-source contribution](https://github.com/ParabolInc/action/projects) skills evaluation","culture,check,opensource,contribution,http,parabolinc,action,project,skill,evaluation"
Pariveda Solutions,http://parivedasolutions.com,"Dallas,Houston,Atlanta,Washington,New York,Chicago,San Francisco,Seattle,Los Angeles","United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA)",,Personality assessment (Predictive Index) and case study. Programming aptitude test (language independent) for college hires.,"personality,assessment,predictive,index,case,study,aptitude,test,language,college"
PassFort,https://passfort.com/about#jobs,London,United Kingdom (UK),,"Skype interview, and on-site pairing task","skype,interview,task"
Paybase,https://paybase.io,London,United Kingdom (UK),,"Phone screening, Take home project, On-site interview for technical and culture fit, Open Q&A session with team","phone,home,project,onsite,interview,culture,open,qa,session,team"
PayByPhone,https://www.paybyphone.com/careers,Vancouver,Canada,,"Remote programming interview, on-site ""meet the team""","remote,interview,team"
PeerStreet,https://info.peerstreet.com/careers/,Los Angeles,United States of America (USA),,"Phone, take home project & on-site to meet the team","phone,home,project,team"
Pento,https://angel.co/pento/jobs,,,checked,"Quick personal interview, take home project","quick,interview,home,project"
Phoodster,https://www.phoodster.com/,Stockholm,Sweden,,Take-home exercise + on-site discussion,"takehome,exercise,discussion"
Pillar Technology,http://pillartechnology.com/careers,"Des Moines,Columbus,Ann Arbor","United States of America (USA),United States of America (USA),United States of America (USA)",,"Phone, take home exercise, in-person pairing session and site visit.","phone,home,exercise,session,site,visit"
Pivotal,https://pivotal.io/careers,"San Francisco,Los Angeles,New York,Boston,Denver,Atlanta,Chicago,Seattle,London,Sydney,Toronto,Paris,Berlin,Tokyo,Washington","United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA),United Kingdom (UK),Australia,Canada,France,Germany,Japan,United States of America (USA)",,"Initial remote technical screen featuring pair programming; on-site pair programming interview, generally a full day pairing on production code using test-driven development.",
Platform.sh,https://platform.sh,Paris,France,,"Remote Interview, Wide-Ranging discussions on many diverse subjects. Remote interviews with team members.","remote,interview,wideranging,discussion,subject,team,member"
Platform45,https://platform45.com,"Cape Town,Johannesburg","South Africa,South Africa",,"On-site interview, take-home project and culture fit day","onsite,interview,project,culture,day"
Playlyfe,https://getcatalyst.in/careers,Bengaluru,India,,"Short personal interview, on-site demonstration of programming in browser devtools followed by discussion about the problem","short,interview,demonstration,browser,devtool,discussion,problem"
Pluralsight,https://www.pluralsight.com/careers,San Francisco,United States of America (USA),,Takehome exercise & pair programming session,"takehome,exercise,pair,session"
Pointman,http://pointman.bamboohr.com/jobs/,Buffalo,United States of America (USA),,Takehome exercise + on-site discussion,"takehome,exercise,discussion"
Poki,http://jobs.poki.com,Amsterdam,Netherlands,,"Pair programming on-site w/ two engineers where we focus on teamwork, googling relevant documentation and fixing things together.","pair,w,two,engineer,focu,teamwork,documentation,thing"
Polar,http://polar.me/company/careers/,Toronto,Canada,,"Phone interview, followed by 1-2 onsite pair-programming interviews based on their platform","interview,phone,onsite,platform"
Popstand,http://www.popstand.com,Los Angeles,United States of America (USA),,Build MVPs for startups,"mvp,startup"
Popular Pays,http://www.popularpays.com,Chicago,United States of America (USA),,Phone chat/coffee to determine what will be worked on during a day of pair-programming on a real problem that the candidate thinks best demonstrates their skills.,"phone,chat,coffee,day,problem,candidate,skill"
Pragmateam,https://pragma.team/talent,Sydney,Australia,,Engineering Consultancy And Delivery - Takehome exercise & discussion,"consultancy,delivery,takehome,exercise,discussion"
PremiumBeat,https://www.premiumbeat.com/careers,Montreal,Canada,,"Discussion and general, high level questions","discussion,level,question"
PromptWorks,https://www.promptworks.com/jobs,Philadelphia,United States of America (USA),,"Take-home project, pair programming, discussion on-site","takehome,project,pair,discussion"
Pusher,https://pusher.com/jobs,London,United Kingdom (UK),,Solve a real-world problem through a design session with our engineers,"problem,design,session,engineer"
Pygmalios,http://pygmalios.com/en/,Bratislava,Slovakia,,Take-home project related to business and discussion with our engineers.,"takehome,project,business,discussion,engineer"
Quiet Light Communications,https://quietlightcom.com/positions-web.php,Rockford,United States of America (USA),,"Discussion, work samples and/or small freelance project","discussion,work,sample,project"
Quintype,http://www.workatquintype.com/,"San Mateo,Bangalore","United States of America (USA),India",,"Take home project, pair programming, discussion on-site","home,project,pair,discussion"
Ragnarson,https://ragnarson.com,Łódź,Poland,checked,Take-home exercise & pair programming session,"takehome,exercise,pair,session"
Raising IT,https://www.raisingit.com,London,United Kingdom (UK),,"Coffee with a team member, on-site pair programming and discussion","coffee,team,member,pair,discussion"
Rakuten,https://jobs.rakuten.careers/careersection/rakuten_ext_cs/jobdetail.ftl?job=00000751&tz=GMT%2B09%3A00,Tokyo,Japan,,Discuss about relevant experience,experience
Rapyuta Robotics,http://www.rapyuta-robotics.com/pages/jobs.html,"Tokyo,Zurich,Bangalore","Japan,Switzerland,India",,"Take-home assignment related to our ongoing projects, series of technical / experience based interviews, candidate presentation","takehome,assignment,project,series,experience,interview,candidate,presentation"
Rayfeed,https://rayfeed.com,"Vancouver,Warsaw","Canada,Poland",,Video-call interview followed by a take-home exercise,"videocall,interview,exercise"
Razorpay,https://razorpay.com/jobs,Bengaluru,India,,"Phone screen, On-site pair programming, and ocassionally a take home project.","phone,screen,onsite,pair,take,home,project"
Reaktor,https://reaktor.com/careers,"New York,Amsterdam,Helsinki,Tokyo","United States of America (USA),Netherlands,Finland,Japan",,"Discussion, work samples from previous projects (work or hobby), take-home exercise if needed for further info","work,discussion,sample,project,hobby,exercise,info"
Realync,https://realync.com/careers,"Chicago,Carmel","United States of America (USA),United States of America (USA)",checked,"Quick phone interview, then a take home project and finally in person interview (open discussions instead of quizzes - anything technical are real-world problems).","interview,quick,phone,take,home,project,person,discussion,quiz,problem"
Red Badger,https://red-badger.com/about-us/join-us,London,United Kingdom (UK),,"Phone & Skype interview, take home exercise, On-site interview","interview,phone,skype,home,exercise,onsite"
RedCarpet,https://www.redcarpetup.com/jobs/,New Delhi,India,,"Interview, work sample/take-home project and discussion/code reviews","interview,work,sample,project,discussion,code,review"
Rentify,https://www.rentify.com/jobs,London,United Kingdom (UK),,"Phone call, take home real-world project, on-site pair programming, product discussion","phone,home,project,pair,product,discussion"
RentoMojo,https://www.rentomojo.com/about/careers,Bangalore,India,,Short takehome project + phone interview,"short,takehome,project,phone,interview"
ReSpark,https://www.respark.co.uk,London,United Kingdom (UK),,Phone conversation followed by on-site interview w/ task relevant to daily role.,"phone,conversation,interview,w,task,role"
RestaurantOps,https://www.restaurantops.co,Scottsdale,United States of America (USA),,Take Home Project & pair programming session,"home,project,pair,session"
Revlv,https://revlv.net,Manila,Philippines,,"Discussion about developer skills, previous projects and experiences.","discussion,developer,skill,project,experience"
Rex Software,https://www.rexsoftware.com/careers/,Brisbane,Australia,,"Take home project, feedback + interview","home,project,feedback,interview"
Rizk.com,https://rizk.com,Ta' Xbiex,Malta,,"Take-home assignment, discussion w/ developers","takehome,assignment,discussion,w,developer"
Rockode,http://www.rockode.com/,Bangalore,India,,"Real world assignment, group hack session, discussions","real,world,assignment,group,hack,session,discussion"
RubyGarage,https://rubygarage.org,Ta' Xbiex,Malta,,"Take-home project, code review and discussion on-site","takehome,project,code,review,discussion"
Runtastic,https://www.runtastic.com,"Linz,Vienna","Austria,Austria",,"Video call with recruiting staff, take home project, video call for code review, discussion, questions","video,staff,home,project,code,review,discussion,question"
Sahaj Software Solutions,https://www.sahajsoft.com/,"Bangalore,San Jose,Chennai","India,United States of America (USA),India",,Take home code + Pairing + Discussion,"home,code,discussion"
Salesforce.org Tech & Products,http://www.salesforce.org,,,checked,"Phone screen, hands-on programming test solving real-world problems, Google Hangouts video sessions with engineers","phone,screen,test,problem,google,hangout,video,session,engineer"
SC5 Online,https://sc5.io/careers/,"Jyväskylä,Helsinki","Finland,Finland",,"Take-home assignment (intentionally short, takes at most an hour to complete), discussion and review assignments","assignment,takehome,hour,discussion,review"
Sensor Tower,https://sensortower.com/jobs,San Francisco,United States of America (USA),,"Phone call, on-site interview including discussion about projects/skills and a short real-world programming challenge","phone,interview,discussion,project,skill,challenge"
Séntisis,http://sentisis.com/trabaja-con-nosotros,"Madrid,Mexico City,Bogotá,Santiago","Spain,Mexico,Colombia,Chile",checked,"Phone call, on-site/remote interview including discussion about projects/skills and a short real-world pair-programming exercise","phone,interview,discussion,project,skill,exercise"
Setapp Sp. z o.o.,https://setapp.pl/career,Poznań,Poland,,Online/face-to-face discussion with developers about everyday programming dilemmas & reviewing your own code,"online,discussion,developer,dilemma,code"
Sharoo,https://www.sharoo.com/jobs/,Zürich,Switzerland,checked,"Soft skills interview, take home project, technical interview based on take home project.","interview,home,project,soft,skill"
Shopify,https://www.shopify.com/careers,Toronto,Canada,,,
Showmax,https://blog.showmax.com/engineering-careers/,"Prague,Beroun","Czechia,Czechia",checked,"Take home project, then a pair-programming and discussion onsite / Hangouts round.","home,project,discussion,onsite,hangout,round"
ShuttleCloud,https://shuttlecloud.com/jobs,"Chicago,Madrid","United States of America (USA),Spain",,"Take-home project, then on-site code walk through and a real world problem discussion.","takehome,project,code,world,problem,discussion"
Simple,https://www.simple.com,Portland,United States of America (USA),,Discussion about software development and architecture skills and experience.,"discussion,software,development,architecture,skill,experience"
Simpli.fi,https://www.simpli.fi/about-us/careers/,Fort Worth,United States of America (USA),,Takehome code challenge and review,"takehome,code,challenge,review"
SimpliField,http://www.welcometothejungle.co/companies/simplifield/jobs,Lille,France,,Interview with the CTO and the developer team,"interview,cto,developer,team"
Simply Business,https://www.simplybusiness.co.uk/about-us/careers/tech,London,United Kingdom (UK),checked,"Three stage, one day interview with quick feedback. One of the stages is 1.5h pair-programming session, where interviewee is assigned a task and interviewing developer plays role of Product Owner.","stage,one,three,day,interview,feedback,session,interviewee,task,developer,role,product,owner"
Sixt4.io,http://sixt4.io/jobs/,Toronto,Canada,,"Take-home assignment, followed up by a face to face code walk through","face,takehome,assignment,code"
Slack,https://slack.com/jobs,San Francisco,United States of America (USA),,,
Small Improvements,https://www.small-improvements.com/careers/,Berlin,Germany,,,
Social Tables,http://www.socialtables.com,Washington,United States of America (USA),,Chat about skills and past experiences + bring in a code sample from previous work or side project to discuss,"chat,skill,experience,code,sample,work,side,project"
SocialCops,http://www.socialcops.com,New Delhi,India,,"A mini project (to be done within 8 days), followed by a discussion with the team you're applying to. Then as the final step, a call with one of the founders.","mini,project,day,discussion,team,youre,step,call,one,founder"
Softwear,http://nl.softwear.nl/vacatures,Amsterdam,Netherlands,,Writing software for the fashion industry – remotely – in an international team.,"software,fashion,industry,team"
Sogilis,http://sogilis.com,Grenoble,France,,"Discussion about interests, practices, and motivation. Presentation/code review/pair programming on a personal or professional project.","discussion,interest,practice,motivation,presentation,code,review,pair,project"
Spreedly,https://www.spreedly.com/jobs,Durham,United States of America (USA),,Take-home project [related to business](https://engineering.spreedly.com/blog/programming-puzzles-are-not-the-answer-how-spreedly-does-work-samples.html),"takehome,project,business,http,blog"
Springer Nature (Asia),https://www.natureasia.com,Tokyo,Japan,,Discussion & Pair programming session,"discussion,pair,session"
SpronQ,https://www.spronq.nl,Amsterdam,Netherlands,,Takehome coding challenge,"takehome,challenge"
Square,https://squareup.com/careers,San Francisco,United States of America (USA),,Pair programming in a work environment,"pair,work,environment"
Srijan Technologies,http://srijan.net,New Delhi,India,,General high level questions/discussion followed by Pair programming OR take-home coding challenge,"general,level,question,discussion,pair,challenge"
Stardog Union,http://stardog.com/,Washington,United States of America (USA),checked,Technical discussion and general interest conversations,"technical,discussion,interest,conversation"
Statflo,http://statflo.com,Toronto,Canada,,"Phone screening, take home project, on-site interview discussing the take home project, high-level architectural brainstorm, and questions about carrer and team work.","home,project,phone,interview,take,brainstorm,question,carrer,team,work"
store2be,https://www.store2be.com/de/jobs/tech,Berlin,Germany,,"Skype/on-site interview, take-home project","skype,interview,project"
StreetTeam,https://getstreetteam.com/careers,London,United Kingdom (UK),,"An intentionally short, take home exercise that mirrors real project work and incorporates code review elements","home,exercise,project,work,code,review,element"
STYLABS,http://www.stylabs.in,Mumbai,India,,"Phone Screen, Take-home project and discussion on-site","phone,screen,takehome,project,discussion"
Subvertical (VerticalChange),https://verticalchange.com/job_posts,,,checked,"Phone screening, live pair programming & personal project code review","phone,pair,project,code,review"
Superplayer,https://superplayer.fm/,Porto Alegre,Brazil,,"Skype/On-site interview, take-home project and interview with CTO and CEO","interview,skype,onsite,project,cto,ceo"
SVTi (Sveriges Television),http://svti.svt.se,Stockholm,Sweden,,"On-site interview, take-home project, follow up interview where you walk through how you chose to solve the task.","interview,onsite,project,task"
SweetIQ,https://sweetiq.com/about/careers/,Montreal,Canada,,"Discussion and general, high level questions","discussion,level,question"
Symphony Commerce,https://www.symphonycommerce.com/careers,San Francisco,United States of America (USA),checked,"Take-home project (phone), design discussion, review and critique *our* code, debugging questions","takehome,project,phone,design,discussion,review,critique,code,question"
Symplicity,https://www.symplicity.com/about/join-us,Arlington,United States of America (USA),,Take-home project and code review in-person,"takehome,project,code,review"
SysGarage,http://sysgarage.com/,Buenos Aires,Argentina,,Take-home project and real world pair programming,"takehome,project,world,pair"
tails.com,https://tails.com/careers/,Richmond,United Kingdom (UK),,Live pair programming or take home project with review,"live,pair,home,project,review"
Tanooki Labs,http://tanookilabs.com,New York,United States of America (USA),,Paid half-day take home project with followup review and discussion,"halfday,home,project,review,discussion"
Tattoodo,https://www.tattoodo.com,Copenhagen,Denmark,,Takehome exercise,"takehome,exercise"
Telus Digital,https://labs.telus.com,"Toronto,Vancouver","Canada,Canada",,"Discuss knowledge and interest, explore previous work, pair with developers when possible, alternatively take home project.","knowledge,interest,work,pair,developer,home,project"
Ten Thousand Coffees,https://tenthousandcoffees.com,Toronto,Canada,,"Take home project, then explain how you solved the project","project,home"
Tesco PLC,https://www.tesco.com,London,United Kingdom (UK),,Pair programming and casual hypothetical system design discussion,"pair,system,design,discussion"
The Book of Everyone,https://thebookofeveryone.workable.com,Barcelona,Spain,,"Quick interview, meet the team, pairing with developers on your own project","quick,interview,team,developer,project"
The Nerdery,https://www.nerdery.com/careers,"Minneapolis,Chicago,Phoenix,Kansas City","United States of America (USA),United States of America (USA),United States of America (USA),United States of America (USA)",,Take-home exercise,"takehome,exercise"
The Outline,https://boards.greenhouse.io/theoutline,New York,United States of America (USA),,Take-home exercise,"takehome,exercise"
theScore,http://mobile.thescore.com/careers,Toronto,Canada,,Coding challenge & systems design challenge,"challenge,system,design"
Thinslices,http://www.thinslices.com/,Iasi,Romania,,Takehome exercise & in person pair programming on a simple Kata.,"takehome,exercise,person,pair,katum"
thoughtbot,https://thoughtbot.com/jobs,,,,[Our interview process](https://thoughtbot.com/playbook/our-company/hiring#interviewing),"interview,process,http,playbook,ourcompany"
ThoughtWorks,https://www.thoughtworks.com/careers,,,,Interviews with ThoughtWorkers of diverse backgrounds and roles; take home assignment followed by in person pairing session.,"interview,thoughtworker,background,role,home,assignment,person,session"
Thread,https://www.thread.com/jobs,London,United Kingdom (UK),,"Take home test, real world architecture design, real world pair programming.","world,home,test,architecture,design,pair"
ThreatSpike Labs,https://www.threatspike.com,London,United Kingdom (UK),,Take home computing and security related challenges to be completed over a week.,"home,security,challenge,week"
Tilde,http://www.tilde.io,Portland,United States of America (USA),,"Pair programming sessions with each member of the team, working on problems similar to daily work.","pair,session,member,team,problem,work"
Timbuktu,https://www.timbuktutravel.com,Cape Town,South Africa,,On site interview and pair programming exercise,"site,interview,pair,exercise"
Torii,https://jobs.jointorii.co,Ra'anana,Israel,,Take-home fun full-stack-app exercise followed by an on-site review,"takehome,fun,fullstackapp,exercise,review"
Toucan Toco,http://toucantoco.com/fr/team#jobs,Paris,France,,Pair-programming and TDD,tdd
Touché,https://gotouche.com,"Singapore,Barcelona","Singapore,Spain",,"Skype / Phone / on-site interview, take-home project, technical interview to discuss the project, team interview.",
TrademarkVision,https://trademark.vision,Brisbane,Australia,,On site interview and quick take-home excercise,"site,interview,excercise"
Trivago,https://www.trivago.com,Düsseldorf,Germany,,"Case Study, Skype Interview, On site Interview with some code review excercises","interview,case,study,skype,site,code,review,excercise"
Trōv,https://boards.greenhouse.io/trov,,,checked,Take-home project with followup interview from actual prospective teammates,"takehome,project,interview,teammate"
Trustpilot,https://jobs.trustpilot.com/,Copenhagen,Denmark,,"Take-home project, code review and discussion on-site","takehome,project,code,review,discussion"
Twistlock,https://www.twistlock.com,Tel Aviv,Israel,,Takehome,takehome
uberall,https://uberall.com/en/careers,Berlin,Germany,,"30-min coding on-site, then a trial day",day
uBiome,https://ubiome.com/careers,"San Francisco,Santiago","United States of America (USA),Chile",,"High level screening over the phone or on-site, take home project, code review and discussion","high,level,phone,home,project,code,review,discussion"
Ubots,http://ubots.com.br,Porto Alegre,Brazil,,"Skype/On-site interview, take-home project, technical interview","interview,skype,onsite,project"
Unbounce,https://unbounce.com,Vancouver,Canada,,"Phone screen, take-home project, project discussion, technical interview","project,phone,screen,discussion,interview"
Unboxed,https://unboxed.co,London,United Kingdom (UK),,"Take home feature requests, pairing with developers to extend solution, team-fit interviews, chat with a director","home,feature,request,developer,solution,teamfit,interview,chat,director"
Unearth,http://www.unearthlabs.com/careers/,Seattle,United States of America (USA),,"Take home project, team-fit interviews, technical discussion","home,project,teamfit,interview,discussion"
Untappd,https://www.untappd.com,"Wilmington,New York,Los Angeles","United States of America (USA),United States of America (USA),United States of America (USA)",,"Review portfolio - What projects have you worked on? + personality assessment, + interview","review,portfolio,project,personality,assessment,interview"
Updater,http://www.updater.com/jobs/openings,New York,United States of America (USA),,"Begin-at-home assignment highly relevant to role, presented and discussed during on-site.","beginathome,assignment,role"
Uprise,http://uprise.se,Uppsala,Sweden,,"Take-home assignment, code review and discussion on-site","takehome,assignment,code,review,discussion"
Urban Massage,https://www.urbanmassage.com/jobs,London,United Kingdom (UK),,"Project done at home, in-person walk through. Meeting the team is an integral part.","project,home,team,part"
UserTesting,https://www.usertesting.com/about-us/jobs,"Atlanta,San Francisco,Mountain View","United States of America (USA),United States of America (USA),United States of America (USA)",,"Initial interview, pair programming, and offer","initial,interview,pair,offer"
uSwitch,https://www.uswitch.com/vacancies/,London,United Kingdom (UK),,"Take-home project related to our business area, followed by pairing with developers to extend it","takehome,project,business,area,developer"
Valassis Digital,http://www.valassis.com/digital-advertising/,"Hamburg,Michigan,San Francisco,Seattle","Germany,United States of America (USA),United States of America (USA),United States of America (USA)",,"Phone screen, on-site interview with group, paired whiteboard problem solving and discussion, take-home project and follow-up review","phone,screen,interview,group,whiteboard,problem,discussion,project,followup,review"
Valuemotive,https://valuemotive.com/en/career/,Helsinki,Finland,,Code examples from previous projects (work or hobby)  or take-home exercise,"code,example,project,work,hobby,exercise"
Varsity Tutors,https://www.varsitytutors.com/,,,checked,"Take home assignment, presentation of assignment, live code review with team. Advanced / high-level chat with team based on skillset and role.","assignment,team,home,presentation,code,review,chat,skillset,role"
Vayu Technology,http://vayu.com.au,"Sydney,Kathmandu","Australia,Nepal",,"Short interview, general programming questions and short take home challenge.","short,interview,question,home,challenge"
"Venminder, Inc.",https://www.venminder.com,"Elizabethtown,Louisville","United States of America (USA),United States of America (USA)",,Initial phone screen to explain position. If candidate interested they get a take home assignment followed by a non-scripted in-person interview with team members to judge personality fit.,"initial,phone,screen,position,candidate,take,home,assignment,interview,team,member,judge,personality"
Vingle,https://careers.vingle.net,Seoul,South Korea,,"Written interview, takehome project, in-person, conversational code review and interviews with engineers and engineering managers","interview,takehome,project,code,review,engineer,manager"
Visma e-conomic,https://www.e-conomic.dk/om/job,Copenhagen,Denmark,,"Take home assignment, assignment presentation and discussion","assignment,home,presentation,discussion"
VivaReal,https://jobs.lever.co/vivareal/,São Paulo,Brazil,,"Takehome exercise, series of real-world interviews with engineers, HR, engineering managers and product managers on site.","manager,takehome,exercise,series,interview,engineer,hr,product,site"
Voltra Co.,https://voltra.co,"Amsterdam,New York","Netherlands,United States of America (USA)",checked,"Show us your github account, tell us what you know. Let's pair on an OSS PR!","show,github,account,let,pair,oss,pr"
VSX,https://https://vsx.net/jobs,Dresden,Germany,,"On-site interview, home coding challenge, presentation/discussion of proposed solutions","onsite,interview,home,challenge,presentation,discussion,solution"
VTEX,http://lab.vtex.com/careers/,Rio de Janeiro,Brazil,,"Take-home project, Skype interview and then in-person talk.","takehome,project,skype,interview"
VTS,https://boards.greenhouse.io/vts,New York,United States of America (USA),,"Technical Phone Screen, Pair programming on-site & in-person talks with multiple engineers","technical,phone,screen,pair,talk,engineer"
Waymark,https://waymark.com/jobs,Detroit,United States of America (USA),,"Technical phone screen, take-home project, going over the project in person, follow up day in the office","project,technical,phone,screen,person,day,office"
Wealthsimple,https://www.wealthsimple.com/work-with-us,Toronto,Canada,,"Pair programming on a problem similar to daily work, discussion of system design","pair,problem,work,discussion,system,design"
WeAreHive,http://www.wearehive.co.uk,London,United Kingdom (UK),,Just walk us through your best code or we give you a small real-world exercise to do at home.,"code,exercise,home"
Webantic,webantic.co.uk/careers,Manchester,United Kingdom (UK),,Basic TNA self-assessment and real-world problem-solving,"basic,tna,selfassessment"
Webantic,https://webantic.co.uk/careers,Manchester,United Kingdom (UK),,Basic TNA self-assessment and real-world problem-solving,"basic,tna,selfassessment"
Webflow,https://webflow.com,San Francisco,United States of America (USA),checked,"Short take-home challenge, followed by a paid 3-5 day freelance contract project","short,challenge,day,contract,project"
Weebly,http://careers.weebly.com,"San Francisco,Scottsdale,New York","United States of America (USA),United States of America (USA),United States of America (USA)",,"Phone screens (30 min to 1 hour) by a recruiter, an engineering manager (focused on your past experiences), an engineer (focused on system / db / api design). Followed by a paid 3 day onsite where you work on a project and then present it to a team of engineers.","engineer,phone,screen,min,hour,recruiter,manager,experience,system,db,api,design,day,onsite,work,project,team"
Weedmaps,https://weedmaps.com/careers,"Tucson,Denver,Irvine","United States of America (USA),United States of America (USA),United States of America (USA)",checked,"Phone screen, Group interview, and possible code review","phone,screen,group,interview,code,review"
wemake.services,https://wemake.services,,,checked,"Short unpaid take-home challenge, code review, portfolio discussion",
Weploy,https://www.weployapp.com/join-our-team/,"Melbourne,Sydney","Australia,Australia",,Phase 1: Face to face interview to get to know the candidate. Phase 2: Problem solving session that involves designing a solution to a real-world problem followed by 1/2 day of pairing with a senior dev on implementing the proposed solution.,"phase,face,problem,solution,interview,candidate,session,day,dev"
Wheely,https://wheely.com/en/careers,Moscow,Russia,,"Get to know each other in under 30 minutes on-site or via Skype, take-home challenge, on-site review and interview with the team.","minute,skype,challenge,review,interview,team"
Wildbit,https://wildbit.com,Philadelphia,United States of America (USA),checked,Take-home project followed by interviews.,"takehome,project,interview"
Wimdu,http://wimdujobs.com/,Berlin,Germany,,"Take-home project, then a pair-programming and discussion onsite/remote.","takehome,project,discussion,onsite"
WorldGaming,https://worldgaming.com/,Toronto,Canada,,"Technical Interview, Solution Design, Take Home Assignment, then Culture fit interview with the team","interview,technical,solution,design,home,assignment,culture,team"
woumedia,https://woumedia.com,,,checked,"Getting to know each other and aligning expectations. Talking about past experiences, projects you are proud of and latest challenges you faced. It’s followed by a use case study from one of our current projects.","project,expectation,experience,challenge,it,use,case,study,one"
WyeWorks,https://wyeworks.com,Montevideo,Uruguay,,Take-home project and discussion on-site,"takehome,project,discussion"
X-Team,http://x-team.com,,,checked,"A short, fun Node.js challenge, followed by a series of culture-based interview questions, followed by a creative mock project with tons of freedom on how to approach, and follow-up questions about the approach they chose to discuss the tradeoffs. Usually a 10-30 day paid training is rewarded to top candidates to prep them for remote communication skills needed to join a team.","question,approach,fun,challenge,series,interview,project,ton,freedom,followup,tradeoff,day,candidate,communication,skill,team"
XING,https://www.xing.com,Hamburg,Germany,,"Take-home coding challenge, on-site review and short interviews with future team.","takehome,challenge,review,interview,future,team"
Yhat,https://www.yhat.com/jobs,New York,United States of America (USA),,Demo something cool you built and walk us thru the code + design decisions,"demo,thru,code,design,decision"
YLD,https://yld.breezy.hr,London,United Kingdom (UK),,"Take home-code challenge, pair-programming session and discussion about past experience","homecode,challenge,session,discussion,experience"
Yodas,https://yodas.com,Binyamina,Israel,,Coding tasks over github repository,"task,github,repository"
